isolate	pub_id	Seg-1	Seg-2	Seg-3	Seg-4	Seg-5	Seg-6	Seg-7	Seg-8	Seg-9	Seg-10	host	country	collection_year	collection_month	collection_month_day	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	clinical_symptoms		
MOR2009/06	26252219	KP820896	KP821015	KP821137	KP821258	KP821378	KP821497	KP821619	KP821739	KP821860	KP821980	Ovis aries	Morocco	2009	SEP	25	field	Marrakesh	blood	KC1	Culicoides sp.			
MOR2009/07	26252219	KP820942	KP821062	KP821184	KP821304	KP821424	KP821544	KP821666	KP821786	KP821906	KP822027	Ovis aries	Morocco	2009	OCT	28	field	Azrou	blood	KC1	Culicoides sp.			
MOR2009/08	26252219	KP820943	KP821063	KP821185	KP821305	KP821425	KP821545	KP821667	KP821787	KP821907	KP822028	Ovis aries	Morocco	2009	OCT	28	field	Azrou	blood	KC1	Culicoides sp.			
MOR2009/09	26252219	KP820944	KP821064	KP821186	KP821306	KP821426	KP821546	KP821668	KP821788	KP821908	KP822029	Ovis aries	Morocco	2009	OCT	28	field	Azrou	blood	KC1	Culicoides sp.			
MOR2009/10	26252219	KP820945	KP821065	KP821187	KP821307	KP821427	KP821547	KP821669	KP821789	KP821909	KP822030	Ovis aries	Morocco	2009	OCT	29	field	Marrakesh	blood	KC1	Culicoides sp.			
MUK1/12/Ind	30250358						MG710533					Capra aegagrus hircus	India	2012				Mukteswar, Uttarakhand		BHK?	Mammalian			
MUK1/12/Ind			KY934050									Capra aegagrus hircus	India	2012			field		blood					
MUK126/12/Ind	30250358		KY934047									Capra aegagrus hircus	India	2012			field		blood					
MUK14/12/Ind				KY934057								Capra aegagrus hircus	India	2012			field		blood					
MUK22/12/Ind				KY934054								Capra aegagrus hircus	India	2012			field		blood					
MUK896/12/Ind				KY934056								Capra aegagrus hircus	India	2012			field		blood					
MUK913/13/Ind				KY934055								Capra aegagrus hircus	India	2013			field		blood					
MY/05	UP			AB449045								Bos taurus	Japan				field	Tochigi	blood					
MZ-1/C/01	22422063		AB686220				AB686234					Culicoides	Japan	2001			field	Miyazaki	Culicoides sp.	HmLu-1/6	Mammalian			
MZ-1/C/07	22422063		AB686224				AB686238					Culicoides	Japan	2007			field	Miyazaki	Culicoides sp.	HmLu-1/6	Mammalian			
N-15 Hyd	19382719							AM261975					India				field	Hyderabad						
N15	22032621		JF727655						JN108882	JN108883		Ovis aries	India	2003	AUG		field	Nalgonda-Andhra Pradesh	blood	BHK?	Mammalian			
Nalgonda12/2003	UP					DQ418907		DQ399834				Ovis aries	India				field	Nalgonda						
Nalgonda15/2003	UP					DQ418908		DQ399835				Ovis aries	India				field	Nalgonda						
NET2006/01(12)	18570969								AM900389			Ovis aries	Netherlands	2006	AUG	15	field	Kerkrade-Limburg	blood	KC1BHK1	Culicoides-Mammalian			
NET2006/04_field	18570969	AM498051	AM498052	AM498053	AM498054	AM498055	AM498056	AM498057	AM498058	AM498059	AM498060	Ovis aries	Netherlands	2006	AUG		field		blood	KC1BHK1	Culicoides-Mammalian			
NET2006/04_RG	23097432	JX680447	JX680448	JX680449	JX680450	JX680451	JX680452	JX680453	JX680454	JX680455	JX680456		Netherlands				RG Recovered							
NET2006/11	26252219	KP820979	KP821099	KP821221	KP821341	KP821461	KP821581	KP821703	KP821823	KP821943	KP822064		Netherlands				vaccine inactivated							
NET2007/01	20428242	GQ506451	GQ506452	GQ506453	GQ506454	GQ506455	GQ506456	GQ506457	GQ506458	GQ506459	GQ506460	Bos taurus	Netherlands	2007	JUL	27	field	Bavel-Noord Brabant	blood	E1BHK2	Mammalian			
NET2008/03	26252219	KP820954	KP821074	KP821196	KP821316	KP821436	KP821556	KP821678	KP821798	KP821918	KP822039	Bos taurus	Netherlands	2008	AUG	7	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian			
NET2008/04	20428242	GQ506468	GU550956	GQ506469	GQ506470			GQ506471				Bos taurus	Netherlands	2008	SEP		field	Heeten	blood	KC1	Culicoides sp.			
NET2008/05	20428242	GQ506472	GQ506473	GQ506474	GQ506475	GQ506476	GQ506477	GQ506478	GQ506479	GQ506480	GQ506481	Bos taurus	Netherlands	2008	SEP		field	Heeten	blood	KC1BHK1	Culicoides-Mammalian			
NET2008/06	20428242		GU550957			GQ506482	GQ506483	GQ506484	GQ506485	GQ506486	GQ506487	Bos taurus	Netherlands	2008	SEP		field	Heeten	blood					
NIG1982/01	20422575		AJ585118 				AJ586657						Nigeria	1982			field							
NIG1982/01	19649272			DQ186818									Nigeria	1982	AUG	19	field			E1BHK4	Mammalian			
NIG1982/02	20422575		AJ585153				AJ586667						Nigeria	1982			field							
NIG1982/03	UP		AJ585182				AJ586702						Nigeria	1982	AUG	29	field			E1BHK5	Mammalian			
NIG1982/04	17586061	EF059724											Nigeria	1982	AUG	9	field			E1BHK6	Mammalian			
NIG1982/06	17586061	EF059721											Nigeria	1982	AUG	26	field			E1BHK4	Mammalian			
NIG1982/07	UP		AJ585184				AJ586706						Nigeria	1982	DEC	2	field			E1BHK5	Mammalian			
NIG1982/10	24051311	KC853052	AJ585150	DQ186819	KC853053	KC853054	AJ586694	KC853055	KC853056	KC853057	KC853058		Nigeria	1982	AUG	22	field			E1BHK5	Mammalian			
NIG1982/11	17586061	EF059739	AJ585187				AJ586726						Nigeria	1982	AUG	8	field			E1BHK5	Mammalian	UP		
NLG-3	UP		GU931318									Ovis aries	India		NOV		field	Nalgonda-Andhra Pradesh		BHK?	Mammalian			
NLG3/07/Ind	25703157		KF563934									Ovis aries	India				field	Nalgonda-Andhra Pradesh	blood					
NRKTP-06/2013	29120083		KY947342									Ovis aries	India	2013	SEP		field	Telangana	blood	KC?BHK?	Culicoides-Mammalian	yes		
NRT35/IND	UP		JN106026									Ovis aries	India		OCT		field	Andhra Pradesh	blood					
NRT35/IND	UP		JQ037810									Ovis aries	India				field		blood					
NRT37/07/Ind	25703157		KF563935									Ovis aries	India				field	Guntur-Andhra Pradesh	blood					
NRT37/ABT/HSR	UP	KF664123	KF664124	KF664125	KF664126	KF664127	KF664128	KF664129	KF664130	KF664131	KF664132	Ovis aries	India	2008			field	Andhra Pradesh	blood	BHK?	Mammalian			
NRT37/IND	UP		JQ037813									Ovis aries	India				field	Andhra Pradesh	blood					
NRT39/IND	UP		JN106025									Ovis aries	India		OCT		field	Andhra Pradesh	blood					
NRT39/IND	UP		JQ037809									Ovis aries	India				field		blood					
NS-1/E/02	22422063		AB686222				AB686236					Bos taurus	Japan	2002			field	Nagasaki	blood	C6/36 2HmLu-1/5	Aedes albopictus-Mammalian			
O. aries-tc/ZAF/2011/Rustenburg-NW-Province	30551703, 27340051	KT317665	KT317666	KT317667	KT317668	KT317672	KT317669	KT317671	KT317673	KT317670	KT317674	Ovis aries	South Africa	2011	NOV	14	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
O.aries-tc/ZAF/2011/Onderstepoort-OBPvaccine- batch115-expiry11102015-MLV3	30551703, 27340051	KT317675	KT317676	KT317677	KT317678	KT317682	KT317679	KT317681	KT317683	KT317680	KT317684	Ovis aries	South Africa	2011	NOV	14	vaccine			V2	Mammalian			
O.aries-vaccine/ZAF/2011/Onderstepoort- OBPvaccine-batch115-expiry11102015-MLV10	30551703, 27340051	KT317695	KT317696	KT317697	KT317698	KT317702	KT317699	KT317701	KT317703	KT317700	KT317704	Ovis aries	South Africa	2011	JUN	13	vaccine			V2	Mammalian			
O.aries-vaccine/ZAF/2014/Onderstepoort- OBP_vaccinebottleB_batch115	30551703, 27340051	KT885055	KT885056	KT885057	KT885058	KT885059	KT885060	KT885061	KT885062	KT885063	KT885064	Ovis aries	South Africa	2014	JUN	13	vaccine			V1	Mammalian			
O.aries-vaccine/ZAF/2014/Onderstepoort- OBPvaccine-batch115-expiry11102015-MLV11	30551703, 27340051	KT885065	KT885066	KT885067	KT885068	KT885069	KT885070	KT885071	KT885072	KT885073	KT885074	Ovis aries	South Africa	2014	JUN	13	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
OA31/05	UP			AB449036								Bos taurus	Japan				field	Tochigi	blood					
OB29/05	UP			AB449037								Bos taurus	Japan				field	Tochigi	blood					
OKB01	Futukomi_2006			AB244089									Japan	2001			field	Okayama	blood	BHK?	Mammalian			
OKB1997	Futukomi_2006			AB244087								Bos taurus	Japan	1997			field	Okayama	blood					
OKB1999	Futukomi_2006			AB244088								Bos taurus	Japan	1999			field	Okayama	blood					
ON-2/C/03	Tsuda_2010			AB504735							AB504736	Culicoides	Japan	2003	DEC	16	field	Naha-Okinawa	Culicoides brevitarsis					
ON-2/C/03	22422063		AB686223				AB686237					Culicoides	Japan	2003			field	Naha-Okinawa	Culicoides brevitarsis	BHK5	Mammalian			
ON-6/B/98	22422063		AB686219				AB686233					Bos taurus	Japan	1998			field	Okinawa	blood	HmLu-1/6	Mammalian			
ON7/05	UP			AB449038								Bos taurus	Japan				field	Tochigi	blood					
ON89-1	22422063		AB686215				AB686229					Bos taurus	Japan	1989			field	Okinawa	blood	HmLu-1/6	Mammalian			
ON90-2	22422063		AB686216				AB686230					Culicoides	Japan	1990			field	Okinawa	Culicoides sp.	HmLu-1/6	Mammalian			
ON90-4	22422063		AB686217				AB686231					Bos taurus	Japan	1990			field	Okinawa	blood	HmLu-1/8	Mammalian			
OnaA	15946757, 7785314		AY855265	S78452	AY855271		AY855277		AY855286				USA	1982			field			?BHK?	Mammalian			
OnaB	15946757		AY855266		AY855272		AY855278		AY855287				USA	1982			field			?BHK?	Mammalian			
OnaB	11682128									AF403421														
Ondersterpoort BTV-2 monovalent vaccine	UP				AY134477	AY138895	AY129084		AY138896				South Africa				vaccine	Ondersterpoort						
ONG-5	UP						GU931314					Ovis aries	India		NOV		field	Prakasam-Andhra Pradesh		BHK?	Mammalian			
ONG-5/06/IND	UP		JN579710				JN579709					Ovis aries	India		NOV		field	Andhra Pradesh						
ong5/06/Ind	UP						JF969307					Ovis aries	India				field		blood					
OP 11	26780892										KJ506694			1972	JAN	25				V?	Mammalian			
OP 2	26780892										KJ506696			1972	SEP	6				V?	Mammalian			
OP 7	26780892										KJ506695			1972	MAR	21				V?	Mammalian			
OP 8	26780892										KJ506703			1972	AUG	4				V?	Mammalian			
OP S299	26780892										KJ506704			2000	JAN	24				V?	Mammalian			
OY11/05	UP			AB449039								Bos taurus	Japan				field	Tochigi	blood					
P524/1999	12604809										AF512907		South Africa	1999			field	Gauteng						
P635	20428242	GQ506488	GQ506489	GQ506490	GQ506491	GQ506492	GQ506493	GQ506494	GQ506495	GQ506496	GQ506497	Culicoides	South Africa				field	Underberg	Culicoides sp.					
PDP2/13/Ind	30250358		KY934051									Capra aegagrus hircus	India	2013			field	Uttarakhand	blood	BHK4	Mammalian			
PDP5/13/Ind	30250358		KY934052									Capra aegagrus hircus	India	2013			field	Padampuri, Uttarakhand	blood	BHK5	Mammalian			
POL2012/01	26252219	KP820975	KP821095	KP821217	KP821337	KP821457	KP821577	KP821699	KP821819	KP821939	KP822060	Bos taurus	Poland	2012	JAN		field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian			
Pool A8	11900839										AF397280	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool B1	11900839										AF397286	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool B10	11900839										AF397287	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool B6	11900839										AF397288	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool B7	11900839										AF397290	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool B8	11900839										AF397289	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool C10	11900839										AF397291	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool C11	11900839										AF397292	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool D12	11900839										AF397293	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
Pool H4	11900839										AF397294	Culicoides sonorensis	USA				field	Southern California	Culicoides sonorensis					
PTG13/11/Ind	25703157		KF563946									Capra aegagrus hircus	India				field	Pithoragarh-UK	blood					
RA 19 OP	26780892										KJ506699			1995	APR	6				V?	Mammalian			
RA 20 OP	26780892										KJ506702			1995	APR	6				V?	Mammalian			
RA 21 OP	26780892										KJ506701			1995	APR	6				V?	Mammalian			
RA 22 OP	26780892										KJ506698			1995	APR	6				V?	Mammalian			
RA 23 OP	26780892										KJ506700			1995	APR	6				V?	Mammalian			
Rahuri	19936612		AY643506				AY643509	AY643511				Ovis aries	India		JAN		field	Rahuri-Maharashtra	blood 	BHK?	Mammalian			
Ramsen/1999	12604809										AF512920		South Africa	1999			field	Free State						
RIVS-106	29169390	KY485100	MF384503	MF384565	MF384627	MF384689	MF384751	MF384813	MF384875	MF384935	MF384972		Indonesia	1989			field	Papua	blood			No		
RIVS-113	29169390	KY485096	MF384499	MF384561	MF384623	MF384685	MF384747	MF384809	MF384871	MF384931	MF384993		Indonesia	1991			field	Papua	blood			No		
RIVS-137	29169390	KY485097	MF384500	MF384562	MF384624	MF384686	MF384748	MF384810	MF384872	MF384932	MF384994		Indonesia	1991			field	West Java	blood			No		
RIVS-138	29169390	KY485098	MF384501	MF384563	MF384625	MF384687	MF384749	MF384811	MF384873	MF384933	MF384995		Indonesia	1991			field	West Java	blood			No		
RIVS-160	29169390	KY485078	MF384481	MF384543	MF384605	MF384667	MF384729	MF384791	MF384853	MF384913	MF384992		Indonesia	1990			field	West Java	blood			No		
RIVS-178	29169390	KY485077	MF384480	MF384542	MF384604	MF384666	MF384728	MF384790	MF384852	MF384912	MF384970		Indonesia	1988			field	Papua	blood			No		
RIVS-39	15041187			AY277928							AF529051	Bos taurus	Indonesia				field	West Java	blood 	E1C6/36 1BHK?	Mammalian			
RIVS-39	29169390	KY485099	MF384502	MF384564	MF384626	MF384688	MF384750	MF384812	MF384874	MF384934	MF384954	Bos taurus	Indonesia	1991			field	West Java	blood			No		
RIVS-46	15041187			AF529044							AF529049	Bos taurus	Indonesia				field	West Java	blood 	E1C6/36 1BHK?	Mammalian			
RIVS-53	15041187			AF529045							AF529050	Bos taurus	Indonesia				field	West Java	blood 	E1C6/36 1BHK?	Mammalian			
RIVS-53	29169390	KY485074	MF384477	MF384539	MF384601	MF384663	MF384725	MF384787	MF384849	MF384910	MF384953	Bos taurus	Indonesia	1990			field	West Java	blood			No		
RIVS-60	15041187			AF529046							AF529059	Bos taurus	Indonesia				field	West Java	blood 	E1C6/36 1BHK?	Mammalian			
RIVS-60	29169390	KY485092	MF384495	MF384557	MF384619	MF384681	MF384743	MF384805	MF384867	MF384927	MF384996	Bos taurus	Indonesia	1990			field	West Java	blood			No		
RIVS-63	15041187			AF529047								Bos taurus	Indonesia				field	West Java	blood 	E1C6/36 1BHK?	Mammalian			
RIVS-63	29169390	KY485093	MF384496	MF384558	MF384620	MF384682	MF384744	MF384806	MF384868	MF384928	MF384952	Bos taurus	Indonesia	1990			field	West Java	blood			No		
RIVS-66	29169390	KY485094	MF384497	MF384559	MF384621	MF384683	MF384745	MF384807	MF384869	MF384929	MF384968		Indonesia	1989			field	West Java	blood			No		
RIVS-74	29169390	KY485075	MF384478	MF384540	MF384602	MF384664	MF384726	MF384788	MF384850	MF384911	MF384969		Indonesia	1991			field	West Java	blood			No		
RPPG12008SQ10			KX247939														field							
RPPG12008SQ2			KX247938														field							
RPPG12008SQ22			KX815886																					
RPPG12008SQ8			KX815885																					
RRPG12008SQ11	UP		KY471279																					
RRPG12008SQ13	UP		KY471280																					
RRPG12008SQ17	UP		KY471281																					
RRPG12008SQ2	UP		KY471278																					
RSA Reverse Genetics 1	18562540	FJ969719	FJ969720	FJ969721	FJ969722	FJ969724	FJ969723	FJ969725	FJ969726	FJ969727	FJ969728		South Africa				RG Recovered			BSR?	Mammalian			
RSA1998/01	26252219	KP820955	KP821075	KP821197	KP821317	KP821437	KP821557	KP821679	KP821799	KP821919	KP822040	Capra aegagrus hircus	South Africa	1998	JUL		field		blood	E2CER3BHK2	Mammalian			
RSArrrr/01_reference	20422574		AJ585122				AJ586695		AM900384			Ovis aries	South Africa	1958			reference	Biggarsberg-Vryheid-Natal		V?C6/36?KC?E2BHK9	Mammalian			
RSArrrr/01_reference	19649272			DQ186792								Ovis aries	South Africa	1958			reference	Biggarsberg-Vryheid-Natal		V?C6/36?KC?E2BHK9	Mammalian			
RSArrrr/01_RG	23097432	JX680457	JX680458	JX680459	JX680460	JX680461	JX680462	JX680463	JX680464	JX680465	JX680466		South Africa				RG Recovered							
RSArrrr/02	26252219	KP820910	KP821030	KP821152	KP821272	KP821392	KP821512	KP821634	KP821754	KP821944	KP821995	Ovis aries	South Africa	1959			reference	Ermelo-Transvaal		E2BHK7	Mammalian			
RSArrrr/02	20422574		AJ585123				AJ586696					Ovis aries	South Africa	1959			reference	Ermelo-Transvaal		E2BHK7	Mammalian			
RSArrrr/02	19649272			DQ186793								Ovis aries	South Africa	1959			reference	Ermelo-Transvaal		E2BHK7	Mammalian			
RSArrrr/02	18598726					AM773683						Ovis aries	South Africa	1959			reference	Ermelo-Transvaal		E2BHK7	Mammalian			
RSArrrr/02	18598726					AM773705						Ovis aries	South Africa	1959			reference	Ermelo-Transvaal		E2BHK7	Mammalian			
RSArrrr/03	26252219	KP820919	KP821039	KP821161	KP821281	KP821401	KP821521	KP821643	KP821763	KP821883	KP822004	Ovis aries	Cyprus	1943			reference	Larnaca		E1BHK6	Mammalian			
RSArrrr/03	20422574		AJ585124				AJ586697					Ovis aries	Cyprus	1943			reference	Larnaca		E1BHK6	Mammalian			
RSArrrr/04	26252219	KP820946	KP821066	KP821188	KP821308	KP821428	KP821548	KP821670	KP821790	KP821910	KP822031	Ovis aries	Cyprus	1969			reference			BHK9	Mammalian			
RSArrrr/04	20422574		AJ585125				AJ586699					Ovis aries	Cyprus	1969			reference			BHK9	Mammalian			
RSArrrr/04	19649272			DQ186794								Ovis aries	Cyprus	1969			reference			BHK9	Mammalian			
RSArrrr/05_passage_history_1	26252219		KP821101				KP821582					Ovis aries	South Africa	1953			reference	Machadodorp-Transvaal		E2BHK6	Mammalian			
RSArrrr/05_passage_history_1	20422574		AJ585126				AJ586700		AM900378			Ovis aries	South Africa	1953			reference	Machadodorp-Transvaal		E2BHK6	Mammalian			
RSArrrr/06	20428242	GQ506498	AJ585127	GQ506499	GQ506500	GQ506501	AJ586703	GQ506502	GQ506503	GQ506504	GQ506505	Ovis aries	South Africa	1958	JUN	25	reference	Vryheid-Natal		E3BHK5	Mammalian			
RSArrrr/06	17586061	EF059725										Ovis aries	South Africa	1958	JUN	25	reference	Vryheid-Natal		E3BHK5	Mammalian			
RSArrrr/07_passage_history_1	20422574, 17586061	EF059726 	AJ585128				AJ586704	DQ465026				Ovis aries	South Africa	1955			reference	Utrecht-Natal		E1BHK9	Mammalian			
RSArrrr/08	26252219	KP820956	KP821076	KP821198	KP821318	KP821438	KP821558	KP821680	KP821800	KP821920	KP822041	Ovis aries	South Africa	1937			reference	Onderstepoort		E2BHK7	Mammalian			
RSArrrr/08	20422574	EF059727	AJ585129				AJ586705					Ovis aries	South Africa	1937			reference	Onderstepoort		E2BHK7	Mammalian			
RSArrrr/09	26252219	KP820968	KP821088	KP821210	KP821330	KP821450	KP821570	KP821692	KP821812	KP821932	KP822053	Ovis aries	South Africa	1942			reference	Pretoria-Transvaal		E3BHK8	Mammalian			
RSArrrr/09	20422574		AJ585130				AJ586708		AM900375			Ovis aries	South Africa	1942			reference	Pretoria-Transvaal		E3BHK8	Mammalian			
RSArrrr/09	19649272			DQ186795									South Africa	1942			reference	Pretoria-Transvaal		E3BHK8	Mammalian			
RSArrrr/10_passage_history_1	20422574		AJ585131				AJ586709					Ovis aries	Portugal	1956			reference			BHK6	Mammalian			
RSArrrr/11_passage_history_1	20422574		AJ585132				AJ586710					Ovis aries	South Africa	1944			reference	Nelspoort-Western Cape		E1BHK6	Mammalian			
RSArrrr/12_passage_history_1	26252219		KP821100				KP821583					Ovis aries	South Africa	1941			reference	Pretoria-Transvaal		E1BHK7	Mammalian			
RSArrrr/12_passage_history_1	20422574		AJ585133				AJ586711					Ovis aries	South Africa	1941			reference	Pretoria-Transvaal		E1BHK7	Mammalian			
RSArrrr/13_passage_history_1	20422574		AJ585134				AJ586713					Ovis aries	South Africa	1959			reference	Mt.Currie-Natal		E1BHK6	Mammalian			
RSArrrr/14	26252219	KP820863	KP820983	KP821105	KP821225	KP821345	KP821465	KP821587	KP821707	KP821827	KP821948	Ovis aries	South Africa	1959			reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian			
RSArrrr/14	20422574		AJ585135				AJ586714					Ovis aries	South Africa	1959			reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian			
RSArrrr/15	26252219	KP820864	KP820984	KP821106	KP821226	KP821346	KP821466	KP821588	KP821708	KP821828	KP821949	Bos taurus	South Africa	1960			reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian			
RSArrrr/15	20422574, 17586061		AJ585136				AJ586716	DQ465027	AM900379			Bos taurus	South Africa	1960			reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian			
RSArrrr/16	17586061	EF059733										Ovis aries	Pakistan	1960			reference	Hazara		E2BHK9	Mammalian			
RSArrrr/16*	22923810	JX129381	AJ585137	DQ186796	JX129382	AM773707	AJ586719	JX129383	JX129384	JX129385	JX129386	Ovis aries	Pakistan	1960			reference	Hazara		E2BHK9	Mammalian			
RSArrrr/17_passage_history_1	20422574		AJ585138				AJ586720						USA	1979			reference			S3E2LK7BHK9	Mammalian			
