sequence_id	gb_primary_accession	gb_locus	gb_segment	gb_segment_corrected	gb_isolate	gb_isolate_corrected	gb_host	gb_host_corrected	gb_country	gb_country_corrected	gb_collection_year	gb_collection_year_corrected	gb_collection_month	gb_collection_month_corrected	gb_collection_month_day	gb_collection_month_day_corrected	gb_serotype	gb_serotype_corrected
KF017512	KF017512	KF017512			BTV12/2993/2/10		Bos taurus		Israel		2010		NOV		10		12	
KF017513	KF017513	KF017513			BTV15/2302/06		Ovis aries		Israel		2006		NOV		16		15	
KF017514	KF017514	KF017514			BTV15/2714/10		Bos taurus		Israel		2010		OCT		10		15	
KF017515	KF017515	KF017515			BTV15/3138/4/10		Bos taurus		Israel		2010		NOV		30		15	
KF017516	KF017516	KF017516			BTV16/2017/11		Bos taurus		Israel		2011		NOV		2		16	
KF017517	KF017517	KF017517			BTV16/2019/1/11		Bos taurus		Israel		2011		NOV		2		16	
KF017518	KF017518	KF017518			BTV16/2228/08		Capra hircus		Israel		2008		OCT		23		16	
KF017519	KF017519	KF017519			BTV16/2404/08		Bos taurus		Israel		2008		NOV		19		16	
KF017520	KF017520	KF017520			BTV24/2222/10		Ovis aries		Israel								24	
KF017521	KF017521	KF017521			BTV24/2452/08		Bos taurus		Israel		2008		NOV		27		24	
KF017522	KF017522	KF017522			BTV/1188/3/11		Capra hircus		Israel		2011		FEB		27			
KF017523	KF017523	KF017523			BTV/1363/6/12		Bos taurus		Israel		2012		APR		29			
KF017524	KF017524	KF017524			BTV/1897/1/12		Bos taurus		Israel		2012		OCT		11			
KF017525	KF017525	KF017525			BTV/1920/2/11		Bos taurus		Israel									
KF017526	KF017526	KF017526			BTV/1950/4/11		Bos taurus		Israel		2011		OCT		3			
KF289015	KF289015	KF289015			MKD 23/08/IND		Capra hircus		India		2008						1	
KF289016	KF289016	KF289016			Vjw-64/08/IND		Ovis aries		India		2008						16	
KF289017	KF289017	KF289017			Kmno-7/06/IND		Ovis aries		India		2006						21	
KF387521	KF387521	KF387521	1				Bos taurus		Italy		2002						16	
KF387522	KF387522	KF387522	2				Bos taurus		Italy		2002						16	
KF387523	KF387523	KF387523	3				Bos taurus		Italy		2002						16	
KF387524	KF387524	KF387524	4				Bos taurus		Italy		2002						16	
KF387525	KF387525	KF387525	5				Bos taurus		Italy		2002						16	
KF387526	KF387526	KF387526	6				Bos taurus		Italy		2002						16	
KF387527	KF387527	KF387527	7				Bos taurus		Italy		2002						16	
KF387528	KF387528	KF387528	8				Bos taurus		Italy		2002						16	
KF387529	KF387529	KF387529	9				Bos taurus		Italy		2002						16	
KF387530	KF387530	KF387530	10				Bos taurus		Italy		2002						16	
KF460442	KF460442	KF460442	7		Guntur		Ovis aries		India		2010		OCT		12		2	
KF460443	KF460443	KF460443	7		Krishna		Ovis aries		India		2010		SEP		20		2	
KF460444	KF460444	KF460444	10		Guntur		Ovis aries		India		2010		OCT		12		2	
KF460445	KF460445	KF460445	10		Krishna		Ovis aries		India		2010		SEP		20		2	
KF560417	KF560417	KF560417	1		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560418	KF560418	KF560418	2		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560419	KF560419	KF560419	3		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560420	KF560420	KF560420	4		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560421	KF560421	KF560421	5		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560422	KF560422	KF560422	6		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560423	KF560423	KF560423	7		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560424	KF560424	KF560424	8		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560425	KF560425	KF560425	9		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF560426	KF560426	KF560426	10		WGV103/ABT/HSR		Ovis aries		India		2008						4	
KF563929	KF563929	KF563929	2		Hisar/85/Ind		Ovis aries		India		1985						1	
KF563930	KF563930	KF563930	2		Avikanagar/94/Ind		Ovis aries		India		1994						1	
KF563931	KF563931	KF563931	2		Sirsa/99/Ind		Ovis aries		India		1999						1	
KF563932	KF563932	KF563932	2		Chennai/03/Ind		Ovis aries		India		2003						1	
KF563933	KF563933	KF563933	2		KDP15/07/Ind		Ovis aries		India		2007						1	
KF563934	KF563934	KF563934	2		NLG3/07/Ind		Ovis aries		India		2007						1	
KF563935	KF563935	KF563935	2		NRT37/07/Ind		Ovis aries		India		2007						1	
KF563936	KF563936	KF563936	2		SKN7/07/Ind		Culicoides sp.		India		2007						1	
KF563937	KF563937	KF563937	2		SKN8/07/Ind		Culicoides sp.		India		2007						1	
KF563938	KF563938	KF563938	2		MKD19/08/Ind		Capra hircus		India		2007						1	
KF563939	KF563939	KF563939	2		MKD20/08/Ind		Capra hircus		India		2008						1	
KF563940	KF563940	KF563940	2		MKD21/08/Ind		Capra hircus		India		2008						1	
KF563941	KF563941	KF563941	2		MKD22/08/Ind		Capra hircus		India		2008						1	
KF563942	KF563942	KF563942	2		MKD23/08/Ind		Capra hircus		India		2008						1	
KF563943	KF563943	KF563943	2		MKD24/08/Ind		Capra hircus		India		2008						1	
KF563944	KF563944	KF563944	2		MKD25/08/Ind		Capra hircus		India		2008						1	
KF563945	KF563945	KF563945	2		WGV104/08/Ind		Ovis aries		India		2008						1	
KF563946	KF563946	KF563946	2		PTG13/11/Ind		Capra hircus		India		2011						1	
KF584169	KF584169	KF584169			BTV2/1841/3/12		Bos taurus		Israel		2012		SEP		1		2	
KF584170	KF584170	KF584170			BTV2/1855/3/12		Ovis aries		Israel		2012		SEP		5		2	
KF584171	KF584171	KF584171			BTV2/1855/3/12		Ovis aries		Israel		2012		SEP		5		2	
KF584172	KF584172	KF584172			BTV2/1947/16/12		Bos taurus		Israel		2012		OCT		15		2	
KF584173	KF584173	KF584173			BTV2/1979/1/12		Bos taurus		Israel		2012		OCT		20		2	
KF584174	KF584174	KF584174			BTV2/1979/3/12		Bos taurus		Israel		2012		OCT		20		2	
KF584175	KF584175	KF584175			BTV2/1981/12				Israel		2012		OCT		20		2	
KF584176	KF584176	KF584176			BTV2/1981/12		Bos taurus		Israel		2012		OCT		20		2	
KF584177	KF584177	KF584177			BTV2/1986/4/12		Bos taurus		Israel		2012		OCT		25		2	
KF584178	KF584178	KF584178			BTV2/2069/5/12		Ovis aries		Israel		2012		NOV		5		2	
KF584179	KF584179	KF584179			BTV2/2069/5/12		Ovis aries		Israel		2012		NOV		5		2	
KF584180	KF584180	KF584180			BTV2/2082/5/12		Capra hircus		Israel		2012		NOV		10		2	
KF584181	KF584181	KF584181			BTV2/2082/5/12		Capra hircus		Israel		2012		NOV		10		2	
KF584182	KF584182	KF584182			BTV2/2091/2/12				Israel		2012		NOV		20			
KF584183	KF584183	KF584183			BTV2/2091/2/12				Israel		2012		NOV		20			
KF584184	KF584184	KF584184			BTV2/2115/4/12		Bos taurus		Israel		2012		NOV		25		2	
KF584185	KF584185	KF584185			BTV2/2115/4/12		Bos taurus		Israel		2012		NOV		25		2	
KF584186	KF584186	KF584186			BTV2/2115/4/12		Bos taurus		Israel		2012		NOV		25		2	
KF584187	KF584187	KF584187			BTV2/2153/12		Bos taurus		Israel		2012		DEC		5		2	
KF584188	KF584188	KF584188			BTV2/2153/12VP2		Bos taurus		Israel		2012		DEC		5		2	
KF584189	KF584189	KF584189			BTV4/1855/2/12		Ovis aries		Israel		2012		SEP		5		4	
KF584190	KF584190	KF584190			Tulkarem		Ovis aries		Israel		2012		OCT		9		4	
KF584191	KF584191	KF584191			BTV4/1919/12		Bos taurus		Israel		2012		OCT		10		4	
KF584192	KF584192	KF584192			BTV4/1921/2/12		Bos taurus		Israel		2012		OCT		10			
KF584193	KF584193	KF584193			BTV4/1925/3/12		Ovis aries		Israel		2012		OCT		15		4	
KF584194	KF584194	KF584194			BTV4/1925/4/12		Ovis aries		Israel		2012		OCT		15		4	
KF584195	KF584195	KF584195			BTV4/2071-11		Ovis aries		Israel		2011		NOV		20		4	
KF584196	KF584196	KF584196			BTV4/2074/11		Ovis aries		Israel		2011		NOV		20		4	
KF584197	KF584197	KF584197			BTV4/2087/12				Israel		2012		NOV		25			
KF584198	KF584198	KF584198			BTV4/2088/12				Israel		2012		NOV		25			
KF584199	KF584199	KF584199			BTV4/2091/1/12		Bos taurus		Israel		2012		NOV		25		4	
KF584200	KF584200	KF584200			BTV4/2091/1/12				Israel		2012		NOV		25			
KF584201	KF584201	KF584201			BTV4/2091/1/12		Bos taurus		Israel		2012		NOV		25		4	
KF584202	KF584202	KF584202			BTV4/2180/1/12		Ovis aries		Israel		2012		DEC		15		4	
KF584203	KF584203	KF584203			BTV4/2180/2/12		Ovis aries		Israel		2012		DEC		15		4	
KF584204	KF584204	KF584204			BTV4/3027/3/10		Ovis aries		Israel		2012		DEC		25		4	
KF584205	KF584205	KF584205			BTV5/1405/11		Bos taurus		Israel		2012		MAY		15		5	
KF584206	KF584206	KF584206			BTV8/1206/10		Bos taurus		Israel		2010		FEB		16		8	
KF584207	KF584207	KF584207			BTV8/2944/2/10		Ovis aries		Israel		2010		NOV		7			
KF584208	KF584208	KF584208			BTV8/3041/1/09		Ovis aries		Israel		2009		OCT		1		8	
KF584209	KF584209	KF584209			BTV16/1974/4/12		Bos taurus		Israel		2012		OCT		29		16	
KF584210	KF584210	KF584210			BTV16/1974/4/12		Bos taurus		Israel		2012		OCT		29		16	
KF584211	KF584211	KF584211			BTV24/1894/1/09		Ovis aries		Israel		2009		MAR		15		24	
KF584212	KF584212	KF584212			BTV24/1894/1/09		Ovis aries		Israel		2009		MAR		15		24	
KF584213	KF584213	KF584213			BTV24/1925/2/09		Ovis aries		Israel		2009		MAR		24		24	
KF584214	KF584214	KF584214			BTV24/1925/2/09		Ovis aries		Israel		2009		MAR		24		24	
KF584215	KF584215	KF584215			BTV24/1925/4/09		Ovis aries		Israel		2009		MAR		24		24	
KF584216	KF584216	KF584216			BTV24/1925/4/09		Ovis aries		Israel		2009		MAR		24		24	
KF584217	KF584217	KF584217			BTV24/2144/09		Bos taurus		Israel		2009		MAY		20			
KF584218	KF584218	KF584218			BTV24/2144/09		Bos taurus		Israel		2009		MAY		20		24	
KF584219	KF584219	KF584219			BTV24/2148/09		Bos taurus		Israel		2009		MAY		21		24	
KF584220	KF584220	KF584220			BTV24/2148/09		Bos taurus		Israel		2009		MAY		21		24	
KF584221	KF584221	KF584221			BTV/2662/1/09		Bos taurus		Israel		2009		JUL		22			
KF664103	KF664103	KF664103	1		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664104	KF664104	KF664104	2		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664105	KF664105	KF664105	3		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664106	KF664106	KF664106	4		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664107	KF664107	KF664107	5		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664108	KF664108	KF664108	6		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664109	KF664109	KF664109	7		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664110	KF664110	KF664110	8		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664111	KF664111	KF664111	9		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664112	KF664112	KF664112	10		K31-08/ABT/HSR		Ovis aries		India		2008						16	
KF664113	KF664113	KF664113	1		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664114	KF664114	KF664114	2		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664115	KF664115	KF664115	3		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664116	KF664116	KF664116	4		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664117	KF664117	KF664117	5		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664118	KF664118	KF664118	6		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664119	KF664119	KF664119	7		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664120	KF664120	KF664120	8		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664121	KF664121	KF664121	9		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664122	KF664122	KF664122	10		SKN7/ABT/HSR		Culicoides sp.		India		2007						1	
KF664123	KF664123	KF664123	1		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664124	KF664124	KF664124	2		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664125	KF664125	KF664125	3		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664126	KF664126	KF664126	4		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664127	KF664127	KF664127	5		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664128	KF664128	KF664128	6		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664129	KF664129	KF664129	7		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664130	KF664130	KF664130	8		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664131	KF664131	KF664131	9		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664132	KF664132	KF664132	10		NRT37/ABT/HSR		Ovis aries		India		2008						1	
KF664133	KF664133	KF664133	1		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664134	KF664134	KF664134	2		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664135	KF664135	KF664135	3		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664136	KF664136	KF664136	4		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664137	KF664137	KF664137	5		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664138	KF664138	KF664138	6		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664139	KF664139	KF664139	7		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664140	KF664140	KF664140	8		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664141	KF664141	KF664141	9		G53/ABT/HSR		Capra hircus		India		2011						16	
KF664142	KF664142	KF664142	10		G53/ABT/HSR		Capra hircus		India		2011						16	
KF769399	KF769399	KF769399	4						France								9	
KF986488	KF986488	KF986488	3				Bos taurus		USA		2006		DEC		13		2	
KF986489	KF986489	KF986489	3				Bos taurus		Panama		1989		OCT		5		2	
KF986490	KF986490	KF986490	6				Bos taurus		USA		2006		DEC		13		2	
KF986491	KF986491	KF986491	10				Bos taurus		Panama		1989		OCT		5		2	
KF986492	KF986492	KF986492	4				Bos taurus		USA		2006		DEC		13		2	
KF986493	KF986493	KF986493	5				Bos taurus		Panama		1989		OCT		5		2	
KF986494	KF986494	KF986494	6				Bos taurus		Panama		1989		OCT		5		2	
KF986495	KF986495	KF986495	2				Bos taurus		USA		2006		DEC		13		2	
KF986496	KF986496	KF986496	1				Bos taurus		USA		2006		DEC		13		2	
KF986497	KF986497	KF986497	1				Bos taurus		Panama		1989		OCT		5		2	
KF986498	KF986498	KF986498	10				Bos taurus		USA		2006		DEC		13		2	
KF986499	KF986499	KF986499	2				Bos taurus		USA		2003		DEC		2		2	
KF986500	KF986500	KF986500	3				Bos taurus		USA		2003		DEC		2		2	
KF986501	KF986501	KF986501	2				Bos taurus		Panama		1989		OCT		5		2	
KF986502	KF986502	KF986502	5				Bos taurus		USA		2003		DEC		2		2	
KF986503	KF986503	KF986503	7				Bos taurus		Panama		1989		OCT		5		2	
KF986504	KF986504	KF986504	9				Bos taurus		USA		2006		DEC		13		2	
KF986505	KF986505	KF986505	7				Bos taurus		USA		2003		DEC		2		2	
KF986506	KF986506	KF986506	4				Bos taurus		USA		2003		DEC		2		2	
KF986507	KF986507	KF986507	9				Bos taurus		Panama		1989		OCT		5		2	
KF986508	KF986508	KF986508	8				Bos taurus		USA		2006		DEC		13		2	
KF986509	KF986509	KF986509	7				Bos taurus		USA		2006		DEC		13		2	
KF986510	KF986510	KF986510	8				Bos taurus		USA		2003		DEC		2		2	
KF986511	KF986511	KF986511	10				Bos taurus		USA		2003		DEC		2		2	
KF986512	KF986512	KF986512	1				Bos taurus		USA		2003		DEC		2		2	
KF986513	KF986513	KF986513	9				Bos taurus		USA		2003		DEC		2		2	
KF986514	KF986514	KF986514	5				Bos taurus		USA		2006		DEC		13		2	
KF986515	KF986515	KF986515	4				Bos taurus		Panama		1989		OCT		5		2	
KF986516	KF986516	KF986516	8				Bos taurus		Panama		1989		OCT		5		2	
KF986517	KF986517	KF986517	6				Bos taurus		USA		2003		DEC		2		2	
KJ019205	KJ019205	KJ019205	1		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019206	KJ019206	KJ019206	2		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019207	KJ019207	KJ019207	3		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019208	KJ019208	KJ019208	4		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019209	KJ019209	KJ019209	5		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019210	KJ019210	KJ019210	6		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019211	KJ019211	KJ019211	7		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019212	KJ019212	KJ019212	8		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019213	KJ019213	KJ019213	9		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ019214	KJ019214	KJ019214	10		BTV-1 SAD2013		Ovis aries		Italy		2013		OCT		26		1	
KJ506694	KJ506694	KJ506694	10		OP 11						1972		JAN		25			
KJ506695	KJ506695	KJ506695	10		OP 7						1972		MAR		21			
KJ506696	KJ506696	KJ506696	10		OP 2						1972		SEP		6			
KJ506697	KJ506697	KJ506697	10		WRC 1/71						1972		AUG		24			
KJ506698	KJ506698	KJ506698	10		RA 22 OP						1995		APR		6			
KJ506699	KJ506699	KJ506699	10		RA 19 OP						1995		APR		6			
KJ506700	KJ506700	KJ506700	10		RA 23 OP						1995		APR		6			
KJ506701	KJ506701	KJ506701	10		RA 21 OP						1995		APR		6			
KJ506702	KJ506702	KJ506702	10		RA 20 OP						1995		APR		6			
KJ506703	KJ506703	KJ506703	10		OP 8						1972		AUG		4			
KJ506704	KJ506704	KJ506704	10		OP S299						2000		JAN		24			
KJ577094	KJ577094	KJ577094	1		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577095	KJ577095	KJ577095	2		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577096	KJ577096	KJ577096	3		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577097	KJ577097	KJ577097	4		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577098	KJ577098	KJ577098	5		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577099	KJ577099	KJ577099	6		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577100	KJ577100	KJ577100	7		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577101	KJ577101	KJ577101	8		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577102	KJ577102	KJ577102	9		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577103	KJ577103	KJ577103	10		SAD2012		Ovis aries		Italy		2012		OCT		23		1	
KJ577104	KJ577104	KJ577104	1		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577105	KJ577105	KJ577105	2		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577106	KJ577106	KJ577106	3		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577107	KJ577107	KJ577107	4		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577108	KJ577108	KJ577108	5		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577109	KJ577109	KJ577109	6		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577110	KJ577110	KJ577110	7		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577111	KJ577111	KJ577111	8		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577112	KJ577112	KJ577112	9		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577113	KJ577113	KJ577113	10		TUN2011		Ovis aries		Tunisia		2011						1	
KJ577114	KJ577114	KJ577114	1		SAD2010		Ovis aries		Italy		2010		OCT		29		1	
KJ577115	KJ577115	KJ577115	2		SAD2010		Ovis aries		Italy		2010		OCT		29		1	
KJ577116	KJ577116	KJ577116	3		SAD2010		Ovis aries		Italy		2010		OCT		29		1	
