sequence_id	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	pmid_reference	alt_reference	alt_reference_url
KJ577097	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577098	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577099	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577100	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577101	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577102	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577103	field	Sardinia	blood	CPT-Tert2BSR1	Mammalian	25239524		
KJ577104	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577105	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577106	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577107	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577108	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577109	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577110	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577111	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577112	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577113	field		blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577114	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577115	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577116	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577117	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577118	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577119	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577120	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577121	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577122	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577123	field	Sardinia	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577124	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577125	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577126	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577127	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577128	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577129	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577130	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577131	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577132	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ577133	field	Viterbo-Lazio	blood	KC1BSR1	Culicoides-Mammalian	25239524		
KJ661729	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661730	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661731	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661732	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661733	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661734	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661735	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661736	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661737	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ661738	field	Sicily		KC1BSR1	Culicoides-Mammalian	25239524		
KJ679573	field			BHK?	Mammalian			
KJ700442	field	Menorca	blood	E1BHK4	Mammalian	24886956		
KJ700443	field	Menorca	blood	E1BHK4	Mammalian	24886956		
KJ736001	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736002	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736003	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736004	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736005	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736006	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736007	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736008	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736009	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ736010	field	Sardinia	spleen	KC1BSR1	Culicoides-Mammalian			
KJ872780	field	Ardennes				25307940		
KJ872781	field	Ardennes				25307940		
KJ872782	field	Ardennes				25307940		
KM053258	field			?KCBHK2	Mammalian	24991012		
KM053259	field			?KCBHK2	Mammalian	24991012		
KM053260	field			?KCBHK2	Mammalian	24991012		
KM053261	field			?KCBHK2	Mammalian	24991012		
KM053262	field			?KCBHK2	Mammalian	24991012		
KM053263	field			?KCBHK2	Mammalian	24991012		
KM053264	field			?KCBHK2	Mammalian	24991012		
KM053265	field			?KCBHK2	Mammalian	24991012		
KM053266	field			?KCBHK2	Mammalian	24991012		
KM053267	field			?KCBHK2	Mammalian	24991012		
KM053268	field			?KCBHK2	Mammalian	24991012		
KM053269	field			?KCBHK2	Mammalian	24991012		
KM053270	field			?KCBHK2	Mammalian	24991012		
KM053271	field			?KCBHK2	Mammalian	24991012		
KM053272	field			?KCBHK2	Mammalian	24991012		
KM053273	field			?KCBHK2	Mammalian	24991012		
KM053274	field			?KCBHK2	Mammalian	24991012		
KM053275	field			?KCBHK2	Mammalian	24991012		
KM053276	field			?KCBHK2	Mammalian	24991012		
KM053277	field			?KCBHK2	Mammalian	24991012		
KM099506	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099507	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099508	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099509	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099510	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099511	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099512	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099513	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099514	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099515	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099516	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099517	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099518	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099519	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099520	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099521	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099522	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099523	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099524	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099525	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099526	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099527	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099528	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099529	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099530	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099531	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099532	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099533	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099534	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099535	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099536	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099537	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099538	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099539	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099540	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099541	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099542	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099543	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099544	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099545	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099546	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099547	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099548	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099549	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099550	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099551	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099552	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099553	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099554	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099555	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099556	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099557	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099558	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099559	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099560	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099561	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099562	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099563	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099564	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099565	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099566	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099567	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099568	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099569	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099570	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099571	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099572	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099573	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099574	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099575	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099576	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099577	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099578	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099579	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099580	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099581	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099582	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099583	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099584	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099585	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099586	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099587	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099588	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099589	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099590	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099591	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099592	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099593	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099594	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099595	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099596	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099597	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099598	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099599	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099600	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099601	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099602	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099603	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099604	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099605	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099606	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099607	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099608	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099609	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099610	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099611	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099612	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099613	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099614	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099615	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099616	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099617	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099618	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099619	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099620	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099621	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099622	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099623	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099624	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099625	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099626	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099627	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099628	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099629	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099630	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099631	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099632	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099633	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099634	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099635	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099636	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099637	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099638	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099639	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099640	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099641	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099642	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099643	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099644	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099645	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099646	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099647	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099648	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099649	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099650	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian	25253345		
KM099651	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099652	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099653	field	Northen Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian	25253345		
KM099654	field	Northen Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian	25253345		
KM099655	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099656	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099657	field	Northen Australia	blood	E1C6/36 1BSR4	Mammalian	25253345		
KM099658	field	Northen Australia	blood	C6/36 1BSR3	Aedes albopictus-Mammalian	25253345		
KM099659	field	Northen Australia	blood	BHK5C6/36 1BHK1	Mammalian	25253345		
KM099660	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099661	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
KM099662	field	Northen Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian	25253345		
KM099663	field	Northen Australia	blood	E1C6/36 1BHK4	Mammalian	25253345		
